color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Color,Oliver Parker,56,100,32,621,Rupert Everett,785,,Comedy,Lily Cole,St. Trinian's ,18220,3135,Tamsin Egerton,5,2000s|female protagonist|reward|school|st trinian's,http://www.imdb.com/title/tt0964587/?ref_=fn_tt_tt_1,102,English,UK,PG-13,13500000,2007,692,5.8,1.85,0
Color,Joel Schumacher,216,81,541,328,John Enos III,991,46563158,Crime|Thriller,Radha Mitchell,Phone Booth ,207934,2562,Richard T. Jones,0,phone booth|publicist|single set production|sniper|sniper rifle,http://www.imdb.com/title/tt0183649/?ref_=fn_tt_tt_1,629,English,USA,R,13000000,2002,465,7.1,2.35,0
Color,Adam Shankman,80,101,163,488,Peter Coyote,683,41227069,Drama|Romance,Lauren German,A Walk to Remember ,162701,2436,Paz de la Huerta,1,community service|love|punishment|school|student,http://www.imdb.com/title/tt0281358/?ref_=fn_tt_tt_1,962,English,USA,PG,11000000,2002,548,7.4,2.35,19000
Color,Tim Robbins,77,122,0,191,Celia Weston,276,39025000,Crime|Drama,Lois Smith,Dead Man Walking ,73193,903,Robert Prosky,0,death|execution|nun|solitary confinement|visit,http://www.imdb.com/title/tt0112818/?ref_=fn_tt_tt_1,190,English,UK,R,11000000,1995,258,7.6,1.85,0
Color,Roger Kumble,101,97,16,637,Sean Patrick Thomas,4000,38201895,Drama|Romance,Sarah Michelle Gellar,Cruel Intentions ,149222,6223,Eric Mabius,3,bet|revenge|seduction|virgin|wager,http://www.imdb.com/title/tt0139134/?ref_=fn_tt_tt_1,749,English,USA,R,10500000,1999,656,6.9,1.85,0
Color,Kevin Greutert,156,92,52,647,Shawnee Smith,723,27669413,Horror|Mystery,Costas Mandylor,Saw VI ,76207,3101,George Newbern,0,deception|flash photography|game of death|jigsaw|pig mask,http://www.imdb.com/title/tt1233227/?ref_=fn_tt_tt_1,194,English,Canada,R,11000000,2009,651,6.0,1.85,0
Color,Mel Brooks,48,92,0,842,Sid Caesar,1000,,Comedy,Madeline Kahn,History of the World: Part I ,36559,3931,Dom DeLuise,0,french revolution|old testament|part of an unfinished series|reference to john wayne|roman emperor,http://www.imdb.com/title/tt0082517/?ref_=fn_tt_tt_1,131,English,USA,R,11000000,1981,898,6.9,2.35,0
Color,Gina Prince-Bythewood,109,110,107,549,Alicia Keys,664,37766350,Drama,Nate Parker,The Secret Life of Bees ,19440,3376,Jennifer Hudson,5,beekeeping|insect in title|racism|sister|south carolina,http://www.imdb.com/title/tt0416212/?ref_=fn_tt_tt_1,56,English,USA,PG-13,11000000,2008,551,7.3,2.35,0
Color,Rob Pritts,62,86,5,532,Vinessa Shaw,584,23978402,Comedy|Crime,Vincent Pastore,Corky Romano ,10966,3850,Peter Berg,1,fbi|mafia|mobster|undercover|veterinarian,http://www.imdb.com/title/tt0250310/?ref_=fn_tt_tt_1,100,English,USA,PG-13,11000000,2001,580,4.6,1.85,365
Color,Brian De Palma,33,91,0,298,Gabrielle Carteris,636,21370057,Crime|Drama|Thriller,Steven Bauer,Raising Cain ,9903,1852,Gregg Henry,0,hitchcockian|long tracking shot|psychologist|psychology|wig,http://www.imdb.com/title/tt0105217/?ref_=fn_tt_tt_1,80,English,USA,R,12000000,1992,330,6.0,1.85,541
Color,Norman Jewison,20,145,278,279,Peter Boyle,13000,,Drama,Sylvester Stallone,F.I.S.T. ,5561,14735,Rod Steiger,2,1930s|driving through a gate|funeral|senator|trade union,http://www.imdb.com/title/tt0077531/?ref_=fn_tt_tt_1,35,English,USA,PG,11000000,1978,595,6.4,1.85,745
Color,Tobe Hooper,52,100,365,225,Bud Cort,425,4884663,Horror|Sci-Fi,Louise Fletcher,Invaders from Mars ,5187,1661,William Bassett,0,alien|boy|nurse|school|school nurse,http://www.imdb.com/title/tt0091276/?ref_=fn_tt_tt_1,64,English,USA,PG,12000000,1986,394,5.5,2.35,902
Color,John Crowley,351,111,34,54,Fiona Glascott,838,38317535,Drama|Romance,Julie Walters,Brooklyn ,73249,995,Eva Birthistle,1,1950s|immigrant|irish|irish accent|torn between two worlds,http://www.imdb.com/title/tt2381111/?ref_=fn_tt_tt_1,212,English,UK,PG-13,11000000,2015,55,7.5,1.85,36000
Color,Stanley Kubrick,124,184,0,111,Steven Berkoff,385,,Adventure|Drama|History|War,Ryan O'Neal,Barry Lyndon ,101627,1104,Hardy Krüger,0,18th century|england|rise and fall|rural setting|wealth,http://www.imdb.com/title/tt0072684/?ref_=fn_tt_tt_1,369,English,UK,PG,11000000,1975,293,8.1,1.66,0
Color,Brendan Malloy,37,89,2,651,Jason London,799,13903262,Comedy|Sport,Lee Majors,Out Cold ,14656,4291,Thomas Lennon,0,alaska|mountain|ski resort|snowboard|snowboarding,http://www.imdb.com/title/tt0253798/?ref_=fn_tt_tt_1,90,English,USA,PG-13,11000000,2001,711,6.3,1.85,0
Color,Reginald Hudlin,58,84,71,553,John Witherspoon,8000,13592872,Comedy,Will Ferrell,The Ladies Man ,10777,10982,Tim Meadows,1,black pantyhose|female stockinged legs|pantyhose|radio|tattoo,http://www.imdb.com/title/tt0213790/?ref_=fn_tt_tt_1,79,English,USA,R,11000000,2000,723,5.1,1.85,671
Color,Dustin Hoffman,175,98,0,123,Sheridan Smith,358,18381787,Comedy|Drama,Luke Newberry,Quartet ,15684,1114,Pauline Collins,4,divorced couple|opera|reference to giuseppe verdi|retirement|senility,http://www.imdb.com/title/tt1441951/?ref_=fn_tt_tt_1,126,English,UK,PG-13,11000000,2012,156,6.8,2.35,13000
Color,Gregory Poirier,75,95,5,443,Jake Busey,1000,13558739,Comedy,Shannon Elizabeth,Tomcats ,15427,2729,David Ogden Stiers,0,box office flop|critically bashed|dominatrix|friend|money,http://www.imdb.com/title/tt0246989/?ref_=fn_tt_tt_1,121,English,USA,R,11000000,2001,660,5.3,1.85,449
Color,Bill Paxton,161,100,0,303,Powers Boothe,11000,13103828,Crime|Drama|Thriller,Matthew McConaughey,Frailty ,59982,12237,Matt O'Leary,0,demon|fbi|fbi agent|murder|religious fanatic,http://www.imdb.com/title/tt0264616/?ref_=fn_tt_tt_1,463,English,USA,R,11000000,2001,472,7.3,1.85,5000
Color,Simon Curtis,203,109,64,553,Frances Fisher,16000,33305037,Biography|Drama|History,Ryan Reynolds,Woman in Gold ,33856,17866,Elizabeth McGovern,2,art|jewish|justice|nazi|theft,http://www.imdb.com/title/tt2404425/?ref_=fn_tt_tt_1,147,English,UK,PG-13,11000000,2015,638,7.3,2.35,34000
 Black and White,Bill Condon,188,118,386,812,Oliver Platt,14000,10214647,Biography|Drama,Liam Neeson,Kinsey ,42689,17490,Dylan Baker,0,professor|research|sex|sexuality|student,http://www.imdb.com/title/tt0362269/?ref_=fn_tt_tt_1,204,English,USA,R,11000000,2004,1000,7.1,2.35,0
Color,Sam Raimi,221,88,0,795,Bridget Fonda,901,11501093,Comedy|Fantasy|Horror,Patricia Tallman,Army of Darkness ,128850,3913,Embeth Davidtz,0,army of the dead|battle|necronomicon|reluctant hero|skeleton soldier,http://www.imdb.com/title/tt0106308/?ref_=fn_tt_tt_1,604,English,USA,R,13000000,1992,888,7.6,1.85,10000
Color,Dewey Nicks,66,86,4,424,Gedde Watanabe,960,4814244,Comedy|Romance,Jaime King,Slackers ,12437,2415,Jim Rash,4,blackmail|fall|love|nerd|scam,http://www.imdb.com/title/tt0240900/?ref_=fn_tt_tt_1,107,English,Canada,R,11000000,2002,448,5.3,1.85,405
Color,Lasse Hallström,80,118,529,472,Leonardo DiCaprio,40000,9170214,Drama|Romance,Johnny Depp,What's Eating Gilbert Grape ,171882,69746,Kevin Tighe,1,apostrophe in title|face slap|four word title|grocery store|police,http://www.imdb.com/title/tt0108550/?ref_=fn_tt_tt_1,292,English,USA,PG-13,11000000,1993,29000,7.8,1.85,14000
Color,Philip Saville,25,125,10,109,Alan Van Sprang,866,4068087,Biography|Drama|History,Henry Ian Cusick,The Visual Bible: The Gospel of John ,2164,1281,Scott Handy,1,1st century|based on the bible|miracle|religion|resurrection,http://www.imdb.com/title/tt0377992/?ref_=fn_tt_tt_1,74,English,Canada,PG-13,17000000,2003,147,7.7,1.85,0
Color,Mike Leigh,169,125,608,579,Sally Hawkins,979,3753806,Crime|Drama,Eddie Marsan,Vera Drake ,20307,3133,Imelda Staunton,1,1950s|miscarriage|neighbor|pregnancy|tailor,http://www.imdb.com/title/tt0383694/?ref_=fn_tt_tt_1,165,English,UK,R,11000000,2004,594,7.7,1.85,0
Color,Daisy von Scherler Mayer,70,94,18,183,Dash Mihok,658,3034181,Comedy|Music|Romance,Michael McKean,The Guru ,13622,1559,Jimi Mistry,3,bollywood|illegal immigrant|live television|restaurant|waiter,http://www.imdb.com/title/tt0280720/?ref_=fn_tt_tt_1,128,English,UK,R,11000000,2002,463,5.4,1.85,550
Color,Mira Nair,15,113,300,787,Chazz Palminteri,1000,2832826,Comedy|Drama|Romance,Anjelica Huston,The Perez Family ,1761,3072,Vincent Gallo,2,immigration|love|political prisoner|reference to john wayne|title directed by female,http://www.imdb.com/title/tt0114113/?ref_=fn_tt_tt_1,19,English,USA,R,11000000,1995,979,6.2,1.85,174
Color,Ethan Coen,535,104,1000,272,Max Casella,3000,13214255,Drama|Music,Justin Timberlake,Inside Llewyn Davis ,96233,4082,Alex Karpovsky,1,1960s|car hitting an animal|folk singer|friend|singer,http://www.imdb.com/title/tt2042568/?ref_=fn_tt_tt_1,313,English,USA,R,11000000,2013,275,7.4,1.85,26000
Color,Tim Blake Nelson,92,95,596,697,Andrew Keegan,1000,16017403,Drama|Romance|Thriller,Mekhi Phifer,O ,17333,3300,John Heard,2,basketball|basketball player|boarding school|love|shakespeare's othello,http://www.imdb.com/title/tt0184791/?ref_=fn_tt_tt_1,153,English,USA,R,5000000,2001,835,6.2,1.85,0
Color,William A. Graham,14,102,8,40,Wayne Pygram,14000,2807854,Adventure|Drama|Romance,Milla Jovovich,Return to the Blue Lagoon ,14129,14281,Lisa Pelikan,1,baby|desert island|island|sequel|teenage girl,http://www.imdb.com/title/tt0102782/?ref_=fn_tt_tt_1,39,English,USA,PG-13,11000000,1991,163,5.1,1.85,967
Color,Martin Ritt,13,124,58,104,Anthony Zerbe,338,,Drama|History,Frank Finlay,The Molly Maguires ,2603,800,Samantha Eggar,0,coal|detective|irish|irish immigrant|pennsylvania,http://www.imdb.com/title/tt0066090/?ref_=fn_tt_tt_1,36,English,USA,PG,11000000,1970,275,6.9,2.35,608
Color,John Turturro,87,105,0,776,Steve Buscemi,14000,540085,Comedy|Musical|Romance,Kate Winslet,Romance & Cigarettes ,10052,28004,Eddie Izzard,0,anal sex|death|dream|poem|sex,http://www.imdb.com/title/tt0368222/?ref_=fn_tt_tt_1,69,English,USA,R,,2005,12000,6.3,2.35,0
Color,Agnieszka Holland,78,104,238,22,David Kennedy,60,352786,Biography|Drama|Music,Phyllida Law,Copying Beethoven ,11132,150,Angus Barnett,0,music copyist|music student|musical composition|student|symphony,http://www.imdb.com/title/tt0424908/?ref_=fn_tt_tt_1,86,English,USA,PG-13,11000000,2006,35,6.8,2.35,0
Color,Tobe Hooper,223,120,365,723,Zelda Rubinstein,887,76600000,Fantasy|Horror,Heather O'Rourke,Poltergeist ,105448,3876,Craig T. Nelson,0,ghost|haunted|haunting|house|paranormal investigator,http://www.imdb.com/title/tt0084516/?ref_=fn_tt_tt_1,321,English,USA,PG,10700000,1982,770,7.4,2.35,11000
Color,Rowan Joffe,136,111,17,405,Sean Harris,845,,Crime|Drama|Thriller,Sam Riley,Brighton Rock ,5013,3117,Geoff Bell,2,brighton|catholic|gang|prayer|waitress,http://www.imdb.com/title/tt1233192/?ref_=fn_tt_tt_1,59,English,UK,R,12000000,2010,641,5.7,2.35,0
Color,David Hackl,160,95,43,357,Costas Mandylor,3000,56729973,Horror|Mystery,Julie Benz,Saw V ,88529,5286,Scott Patterson,0,blood splatter|jigsaw|nazi|serial killer|swastika tattoo,http://www.imdb.com/title/tt1132626/?ref_=fn_tt_tt_1,262,English,USA,R,10800000,2008,723,5.8,1.85,0
Color,Giuliano Montaldo,28,96,4,199,Gena Rowlands,917,,Crime|Drama|Thriller,John Cassavetes,Machine Gun McCain ,618,1827,Britt Ekland,0,casino|gang violence|robbery|suicide|violence,http://www.imdb.com/title/tt0065895/?ref_=fn_tt_tt_1,12,English,Italy,GP,,1969,545,6.2,2.35,85
Color,Lisa Azuelos,54,97,15,19,Lina Esco,142,,Comedy|Drama|Romance,Nora Dunn,LOL ,45144,248,Alix Freihage,1,best friend|girl in panties|high school|high school romance|pink panties,http://www.imdb.com/title/tt1592873/?ref_=fn_tt_tt_1,111,English,USA,PG-13,11000000,2012,79,4.3,2.35,18000
Color,Ray Lawrence,75,118,10,48,Deborra-Lee Furness,172,399879,Crime|Drama|Mystery|Thriller,John Howard,Jindabyne ,5772,378,Max Cullen,2,camp|fishing|fishing trip|river|town,http://www.imdb.com/title/tt0382765/?ref_=fn_tt_tt_1,115,English,Australia,R,15000000,2006,71,6.4,2.35,302
Color,Karan Johar,20,193,160,860,John Abraham,8000,3275443,Drama,Shah Rukh Khan,Kabhi Alvida Naa Kehna ,13998,10822,Preity Zinta,2,extramarital affair|fashion magazine editor|marriage|new york|teacher,http://www.imdb.com/title/tt0449999/?ref_=fn_tt_tt_1,264,Hindi,India,R,700000000,2006,1000,6.0,2.35,659
Color,Oliver Parker,105,97,32,327,Rupert Everett,893,18535191,Comedy|Romance,Minnie Driver,An Ideal Husband ,12980,2640,Jeremy Northam,3,bachelor|blackmail|character says i love you|flirting|social satire,http://www.imdb.com/title/tt0122541/?ref_=fn_tt_tt_1,132,English,UK,PG-13,14000000,1999,692,6.9,1.85,646
Color,Ruairi Robinson,120,98,7,507,Olivia Williams,805,23838,Horror|Sci-Fi|Thriller,Romola Garai,The Last Days on Mars ,28570,2271,Tom Cullen,0,alien infection|astronaut|mars|mission|zombie,http://www.imdb.com/title/tt1709143/?ref_=fn_tt_tt_1,160,English,UK,R,7000000,2013,766,5.5,2.35,0
Color,Jaume Balagueró,108,103,57,132,Giancarlo Giannini,541,22160085,Horror,Lena Olin,Darkness ,16747,1228,Francesc Pagès,0,9 year old|blood|gramophone|house|missing children,http://www.imdb.com/title/tt0273517/?ref_=fn_tt_tt_1,349,English,USA,PG-13,10600000,2002,451,5.4,2.35,1000
Color,Stanley Kubrick,285,161,0,73,Gary Lockwood,273,56715371,Adventure|Mystery|Sci-Fi,Keir Dullea,2001: A Space Odyssey ,427357,727,Glenn Beck,0,ancient astronaut|famous line|message from outer space|monolith|star child,http://www.imdb.com/title/tt0062622/?ref_=fn_tt_tt_1,1736,English,UK,G,12000000,1968,117,8.3,2.2,24000
Color,Steven Spielberg,215,120,14000,548,Dee Wallace,861,434949459,Family|Sci-Fi,Henry Thomas,E.T. the Extra-Terrestrial ,281842,2811,Peter Coyote,0,bicyclist|boy|doll|star wars reference|voice impersonation,http://www.imdb.com/title/tt0083866/?ref_=fn_tt_tt_1,515,English,USA,PG,10500000,1982,725,7.9,1.85,34000
Color,Jon Kasdan,81,97,21,499,Elena Anaya,17000,11043445,Comedy|Drama|Romance,Kristen Stewart,In the Land of Women ,27689,20312,Dustin Milligan,0,actress|love|michigan|neighbor|writer,http://www.imdb.com/title/tt0419843/?ref_=fn_tt_tt_1,74,English,USA,PG-13,10000000,2007,1000,6.5,2.35,1000
